Code,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01002367,Havering 020E,E09000016,Havering,46205.97 ,37251.15 
E01002368,Havering 028A,E09000016,Havering,27909.23 ,22575.86 
E01002369,Havering 028B,E09000016,Havering,34950.35 ,28188.31 
E01002370,Havering 028C,E09000016,Havering,31736.12 ,25626.26 
E01002371,Havering 028D,E09000016,Havering,35266.44 ,28440.26 
E01002372,Havering 027C,E09000016,Havering,37144.00 ,29936.86 
E01002373,Havering 027D,E09000016,Havering,36061.72 ,29074.18 
E01002374,Havering 027E,E09000016,Havering,35033.83 ,28254.85 
E01002375,Havering 028E,E09000016,Havering,31804.55 ,25680.81 
E01002376,Havering 012C,E09000016,Havering,65525.90 ,52878.26 
E01002377,Havering 010D,E09000016,Havering,43998.01 ,35465.22 
E01002378,Havering 010E,E09000016,Havering,45913.69 ,37014.74 
E01002379,Havering 012D,E09000016,Havering,52273.24 ,42158.72 
E01002380,Havering 012E,E09000016,Havering,39719.31 ,32004.36 
E01002381,Havering 012F,E09000016,Havering,45648.43 ,36800.18 
E01002382,Havering 014F,E09000016,Havering,50591.21 ,40798.19 
E01002383,Havering 010F,E09000016,Havering,51689.15 ,41686.28 
E01002384,Havering 019D,E09000016,Havering,56283.87 ,45402.76 
E01002385,Havering 024A,E09000016,Havering,56185.23 ,45322.97 
E01002386,Havering 022E,E09000016,Havering,51184.78 ,41278.31 
E01002387,Havering 024B,E09000016,Havering,63735.82 ,51430.34 
E01002388,Havering 024C,E09000016,Havering,64669.16 ,52185.28 
E01002389,Havering 024D,E09000016,Havering,61384.46 ,49528.42 
E01002390,Havering 024E,E09000016,Havering,67537.69 ,54505.52 
E01002391,Havering 018E,E09000016,Havering,51031.43 ,41154.27 
E01032741,Havering 013E,E09000016,Havering,37119.09 ,29917.00 
E01032742,Havering 013F,E09000016,Havering,39532.32 ,31853.10 
E01002392,Hillingdon 020A,E09000017,Hillingdon,29127.77 ,23762.87 
E01002393,Hillingdon 020B,E09000017,Hillingdon,31485.49 ,25655.44 
E01002394,Hillingdon 021A,E09000017,Hillingdon,32487.51 ,26459.78 
E01002395,Hillingdon 021B,E09000017,Hillingdon,34858.42 ,28362.94 
E01002396,Hillingdon 026A,E09000017,Hillingdon,32016.51 ,26081.70 
E01002397,Hillingdon 021C,E09000017,Hillingdon,29589.19 ,24133.26 
E01002398,Hillingdon 021D,E09000017,Hillingdon,33494.74 ,27268.29 
E01002399,Hillingdon 021E,E09000017,Hillingdon,33996.22 ,27670.84 
E01002400,Hillingdon 024A,E09000017,Hillingdon,33832.26 ,27539.22 
E01002401,Hillingdon 024B,E09000017,Hillingdon,31398.07 ,25585.27 
E01002402,Hillingdon 024C,E09000017,Hillingdon,31637.86 ,25777.75 
E01002403,Hillingdon 024D,E09000017,Hillingdon,30710.32 ,25033.20 
E01002404,Hillingdon 024E,E09000017,Hillingdon,28999.23 ,23659.69 
E01002405,Hillingdon 027A,E09000017,Hillingdon,32775.60 ,26691.03 
E01002406,Hillingdon 027B,E09000017,Hillingdon,31422.80 ,25605.12 
E01002407,Hillingdon 030A,E09000017,Hillingdon,30310.34 ,24712.13 
E01002408,Hillingdon 019A,E09000017,Hillingdon,31909.43 ,25995.75 
E01002409,Hillingdon 019B,E09000017,Hillingdon,33002.86 ,26873.45 
E01002410,Hillingdon 017A,E09000017,Hillingdon,38408.81 ,31212.88 
E01002411,Hillingdon 022A,E09000017,Hillingdon,32618.09 ,26564.60 
E01002412,Hillingdon 017B,E09000017,Hillingdon,44306.54 ,36029.02 
E01002413,Hillingdon 022B,E09000017,Hillingdon,31470.89 ,25643.72 
E01002414,Hillingdon 015A,E09000017,Hillingdon,41322.29 ,33592.13 
E01002415,Hillingdon 010A,E09000017,Hillingdon,50085.21 ,40747.81 
E01002416,Hillingdon 008A,E09000017,Hillingdon,49333.12 ,40133.67 
E01002417,Hillingdon 008B,E09000017,Hillingdon,56033.34 ,45604.99 
E01002418,Hillingdon 006A,E09000017,Hillingdon,49284.51 ,40093.97 
E01002419,Hillingdon 006B,E09000017,Hillingdon,54463.27 ,44322.89 
E01002420,Hillingdon 008C,E09000017,Hillingdon,47256.74 ,38438.13 
E01002421,Hillingdon 008D,E09000017,Hillingdon,50320.43 ,40939.89 
E01002422,Hillingdon 018A,E09000017,Hillingdon,35999.80 ,29279.14 
E01002423,Hillingdon 018B,E09000017,Hillingdon,39942.30 ,32465.24 
E01002424,Hillingdon 018C,E09000017,Hillingdon,37220.43 ,30258.95 
E01002425,Hillingdon 018D,E09000017,Hillingdon,32002.62 ,26070.55 
E01002426,Hillingdon 021F,E09000017,Hillingdon,33119.13 ,26966.78 
E01002427,Hillingdon 018E,E09000017,Hillingdon,36917.20 ,30015.55 
E01002428,Hillingdon 018F,E09000017,Hillingdon,38217.19 ,31059.06 
E01002429,Hillingdon 019C,E09000017,Hillingdon,32923.78 ,26809.98 
E01002430,Hillingdon 007A,E09000017,Hillingdon,67990.86 ,55369.35 
E01002431,Hillingdon 006C,E09000017,Hillingdon,66601.91 ,54235.16 
E01002432,Hillingdon 006D,E09000017,Hillingdon,57107.41 ,46482.06 
E01002433,Hillingdon 004A,E09000017,Hillingdon,48859.27 ,39746.73 
E01002434,Hillingdon 007B,E09000017,Hillingdon,66311.81 ,53998.26 
E01002435,Hillingdon 007C,E09000017,Hillingdon,67830.43 ,55238.35 
E01002436,Hillingdon 004B,E09000017,Hillingdon,50616.85 ,41181.95 
E01002437,Hillingdon 006E,E09000017,Hillingdon,63872.17 ,52006.08 
E01002438,Hillingdon 003A,E09000017,Hillingdon,55753.33 ,45376.34 
E01002439,Hillingdon 003B,E09000017,Hillingdon,39165.59 ,31830.99 
E01002440,Hillingdon 003C,E09000017,Hillingdon,37325.69 ,30343.45 
E01002441,Hillingdon 003D,E09000017,Hillingdon,38383.44 ,31192.52 
E01002442,Hillingdon 003E,E09000017,Hillingdon,35878.80 ,29182.01 
E01002443,Hillingdon 032A,E09000017,Hillingdon,35528.31 ,28900.66 
E01002444,Hillingdon 031A,E09000017,Hillingdon,35780.81 ,29103.35 
E01002445,Hillingdon 029A,E09000017,Hillingdon,29028.95 ,23683.54 
E01002446,Hillingdon 031B,E09000017,Hillingdon,36435.79 ,29629.12 
E01002447,Hillingdon 031C,E09000017,Hillingdon,32797.88 ,26708.92 
E01002448,Hillingdon 032B,E09000017,Hillingdon,32841.43 ,26743.87 
E01002449,Hillingdon 032C,E09000017,Hillingdon,32092.75 ,26142.90 
E01002450,Hillingdon 014A,E09000017,Hillingdon,42681.37 ,34701.94 
E01002451,Hillingdon 014B,E09000017,Hillingdon,45963.94 ,37382.44 
E01002452,Hillingdon 014C,E09000017,Hillingdon,46810.36 ,38073.62 
E01002453,Hillingdon 014D,E09000017,Hillingdon,39976.62 ,32493.27 
E01002454,Hillingdon 014E,E09000017,Hillingdon,35209.00 ,28644.35 
E01002455,Hillingdon 019D,E09000017,Hillingdon,36352.66 ,29562.38 
E01002456,Hillingdon 017C,E09000017,Hillingdon,36025.87 ,29300.07 
E01002457,Hillingdon 019E,E09000017,Hillingdon,32261.38 ,26278.26 
E01002458,Hillingdon 011A,E09000017,Hillingdon,65998.89 ,53742.73 
E01002459,Hillingdon 011B,E09000017,Hillingdon,62992.29 ,51287.58 
E01002460,Hillingdon 011C,E09000017,Hillingdon,56461.04 ,45954.25 
E01002461,Hillingdon 013A,E09000017,Hillingdon,65449.54 ,53294.14 
E01002462,Hillingdon 011D,E09000017,Hillingdon,68015.97 ,55389.85 
E01002463,Hillingdon 013B,E09000017,Hillingdon,62269.13 ,50697.05 
E01002464,Hillingdon 011E,E09000017,Hillingdon,54463.67 ,44323.21 
E01002465,Hillingdon 009A,E09000017,Hillingdon,43290.30 ,35199.18 
E01002466,Hillingdon 010B,E09000017,Hillingdon,51013.84 ,41506.13 
E01002467,Hillingdon 009B,E09000017,Hillingdon,49892.19 ,40590.20 
E01002468,Hillingdon 010C,E09000017,Hillingdon,51179.15 ,41641.12 
E01002469,Hillingdon 010D,E09000017,Hillingdon,50868.28 ,41387.26 
E01002470,Hillingdon 007D,E09000017,Hillingdon,46995.98 ,38225.19 
E01002471,Hillingdon 008E,E09000017,Hillingdon,53894.58 ,43858.50 
E01002472,Hillingdon 002A,E09000017,Hillingdon,50866.84 ,41386.09 
E01002473,Hillingdon 001A,E09000017,Hillingdon,72436.40 ,58999.53 
E01002474,Hillingdon 002B,E09000017,Hillingdon,55654.87 ,45295.93 
E01002475,Hillingdon 001B,E09000017,Hillingdon,52538.40 ,42751.06 
E01002476,Hillingdon 001C,E09000017,Hillingdon,75198.86 ,61255.32 
E01002477,Hillingdon 001D,E09000017,Hillingdon,65881.05 ,53646.51 
E01002478,Hillingdon 002C,E09000017,Hillingdon,57783.03 ,47033.77 
E01002479,Hillingdon 004C,E09000017,Hillingdon,45356.91 ,36886.75 
E01002480,Hillingdon 004D,E09000017,Hillingdon,63667.45 ,51838.91 
E01002481,Hillingdon 004E,E09000017,Hillingdon,42895.01 ,34876.39 
E01002482,Hillingdon 001E,E09000017,Hillingdon,72096.14 ,58721.67 
E01002483,Hillingdon 002D,E09000017,Hillingdon,48279.39 ,39273.21 
E01002484,Hillingdon 002E,E09000017,Hillingdon,44676.79 ,36331.37 
E01002485,Hillingdon 002F,E09000017,Hillingdon,42227.31 ,34331.15 
E01002486,Hillingdon 028A,E09000017,Hillingdon,32934.22 ,26818.36 
E01002487,Hillingdon 028B,E09000017,Hillingdon,31497.76 ,25665.29 
E01002488,Hillingdon 030B,E09000017,Hillingdon,33398.68 ,27191.19 
E01002489,Hillingdon 030C,E09000017,Hillingdon,32896.55 ,26788.12 
E01002490,Hillingdon 030D,E09000017,Hillingdon,32994.40 ,26866.66 
E01002491,Hillingdon 032D,E09000017,Hillingdon,30509.45 ,24871.96 
E01002492,Hillingdon 030E,E09000017,Hillingdon,32915.32 ,26803.19 
E01002493,Hillingdon 032E,E09000017,Hillingdon,29264.01 ,23872.23 
E01002494,Hillingdon 009C,E09000017,Hillingdon,39833.63 ,32376.50 
E01002495,Hillingdon 010E,E09000017,Hillingdon,48414.56 ,39383.59 
E01002496,Hillingdon 033A,E09000017,Hillingdon,38065.22 ,30937.08 
E01002497,Hillingdon 033B,E09000017,Hillingdon,37489.13 ,30474.64 
E01002498,Hillingdon 033C,E09000017,Hillingdon,48160.47 ,39176.10 
E01002499,Hillingdon 033D,E09000017,Hillingdon,41013.86 ,33340.27 
E01002501,Hillingdon 026B,E09000017,Hillingdon,35084.74 ,28544.60 
E01002502,Hillingdon 026C,E09000017,Hillingdon,31597.12 ,25745.05 
E01002503,Hillingdon 027C,E09000017,Hillingdon,30450.08 ,24824.31 
E01002504,Hillingdon 027D,E09000017,Hillingdon,33786.51 ,27502.50 
E01002505,Hillingdon 026D,E09000017,Hillingdon,28734.29 ,23447.02 
E01002506,Hillingdon 027E,E09000017,Hillingdon,27962.04 ,22827.12 
E01002507,Hillingdon 027F,E09000017,Hillingdon,33156.04 ,26996.42 
E01002508,Hillingdon 026E,E09000017,Hillingdon,27878.13 ,22759.77 
E01002509,Hillingdon 017D,E09000017,Hillingdon,52217.06 ,42488.66 
E01002511,Hillingdon 017E,E09000017,Hillingdon,37667.72 ,30618.00 
E01002512,Hillingdon 013C,E09000017,Hillingdon,62595.77 ,50963.79 
E01002513,Hillingdon 013D,E09000017,Hillingdon,56060.15 ,45626.88 
E01002514,Hillingdon 015C,E09000017,Hillingdon,46863.24 ,38116.80 
E01002515,Hillingdon 015D,E09000017,Hillingdon,40726.57 ,33105.66 
E01002516,Hillingdon 013E,E09000017,Hillingdon,61028.58 ,49684.04 
E01002518,Hillingdon 022C,E09000017,Hillingdon,43068.75 ,35018.26 
E01002519,Hillingdon 022D,E09000017,Hillingdon,32264.77 ,26280.98 
E01002520,Hillingdon 016B,E09000017,Hillingdon,36759.46 ,29888.93 
E01002521,Hillingdon 016C,E09000017,Hillingdon,32368.13 ,26363.95 
E01002523,Hillingdon 016D,E09000017,Hillingdon,37379.52 ,30386.65 
E01002525,Hillingdon 029B,E09000017,Hillingdon,42216.71 ,34322.49 
E01002526,Hillingdon 028C,E09000017,Hillingdon,32205.10 ,26233.08 
E01002527,Hillingdon 031D,E09000017,Hillingdon,34058.11 ,27720.52 
E01002528,Hillingdon 028D,E09000017,Hillingdon,31432.54 ,25612.94 
E01002529,Hillingdon 029C,E09000017,Hillingdon,36320.40 ,29536.49 
E01002530,Hillingdon 029D,E09000017,Hillingdon,28608.29 ,23345.88 
E01002531,Hillingdon 029E,E09000017,Hillingdon,40590.65 ,32994.68 
E01002532,Hillingdon 028E,E09000017,Hillingdon,32482.63 ,26455.86 
E01002533,Hillingdon 005A,E09000017,Hillingdon,42663.20 ,34687.09 
E01002534,Hillingdon 005B,E09000017,Hillingdon,54830.80 ,44623.01 
E01002535,Hillingdon 007E,E09000017,Hillingdon,58330.47 ,47480.79 
E01002536,Hillingdon 009D,E09000017,Hillingdon,56323.68 ,45842.08 
E01002537,Hillingdon 009E,E09000017,Hillingdon,58756.95 ,47829.06 
E01002538,Hillingdon 005C,E09000017,Hillingdon,46362.37 ,37707.79 
E01002539,Hillingdon 005D,E09000017,Hillingdon,53607.56 ,43624.12 
E01002540,Hillingdon 020C,E09000017,Hillingdon,32349.83 ,26349.26 
E01002541,Hillingdon 023A,E09000017,Hillingdon,39636.95 ,32215.90 
E01002542,Hillingdon 020D,E09000017,Hillingdon,29776.68 ,24283.76 
E01002543,Hillingdon 020E,E09000017,Hillingdon,30791.03 ,25097.99 
E01002544,Hillingdon 023B,E09000017,Hillingdon,38081.18 ,30949.89 
E01002545,Hillingdon 023C,E09000017,Hillingdon,29106.98 ,23746.18 
E01002546,Hillingdon 023D,E09000017,Hillingdon,34762.61 ,28286.03 
E01002547,Hillingdon 023E,E09000017,Hillingdon,31580.05 ,25731.35 
E01002548,Hillingdon 025A,E09000017,Hillingdon,30128.63 ,24566.27 
E01002549,Hillingdon 025B,E09000017,Hillingdon,37089.83 ,30154.12 
E01002550,Hillingdon 022E,E09000017,Hillingdon,32742.95 ,26664.82 
E01002551,Hillingdon 025C,E09000017,Hillingdon,32597.13 ,26547.77 
E01002552,Hillingdon 025D,E09000017,Hillingdon,32523.55 ,26488.71 
E01002553,Hillingdon 025E,E09000017,Hillingdon,31773.48 ,25886.62 
E01002554,Hillingdon 022F,E09000017,Hillingdon,33809.47 ,27520.93 
E01032577,Hillingdon 033E,E09000017,Hillingdon,45091.35 ,36669.89 
E01033724,Hillingdon 016F,E09000017,Hillingdon,35337.40 ,28747.42 
E01033725,Hillingdon 015F,E09000017,Hillingdon,38041.72 ,30918.22 
E01002555,Hounslow 022A,E09000018,Hounslow,37999.14 ,29805.09 
E01002556,Hounslow 022B,E09000018,Hounslow,37054.25 ,29067.55 
E01002557,Hounslow 023A,E09000018,Hounslow,34737.50 ,27259.21 
E01002558,Hounslow 023B,E09000018,Hounslow,33393.73 ,26210.32 
E01002559,Hounslow 023C,E09000018,Hounslow,35136.77 ,27570.86 
E01002560,Hounslow 023D,E09000018,Hounslow,33178.79 ,26042.55 
E01002561,Hounslow 023E,E09000018,Hounslow,30469.27 ,23927.63 
E01002562,Hounslow 003A,E09000018,Hounslow,36776.87 ,28851.05 
E01002563,Hounslow 006A,E09000018,Hounslow,50929.40 ,39957.59 
E01002564,Hounslow 003B,E09000018,Hounslow,35715.91 ,28022.91 
E01002565,Hounslow 006B,E09000018,Hounslow,45515.62 ,35704.97 
E01002566,Hounslow 003C,E09000018,Hounslow,34465.54 ,27046.93 
E01002567,Hounslow 006C,E09000018,Hounslow,52890.76 ,41498.28 
E01002568,Hounslow 003D,E09000018,Hounslow,33063.19 ,25952.32 
E01002569,Hounslow 001A,E09000018,Hounslow,72399.28 ,56822.56 
E01002570,Hounslow 001B,E09000018,Hounslow,65731.41 ,51584.83 
E01002571,Hounslow 007A,E09000018,Hounslow,81472.68 ,63949.87 
E01002572,Hounslow 007B,E09000018,Hounslow,35692.85 ,28004.91 
E01002573,Hounslow 001C,E09000018,Hounslow,80499.31 ,63185.28 
E01002574,Hounslow 001D,E09000018,Hounslow,71610.22 ,56202.74 
E01002575,Hounslow 001E,E09000018,Hounslow,77335.60 ,60700.13 
E01002576,Hounslow 008A,E09000018,Hounslow,53780.27 ,42197.00 
E01002577,Hounslow 007C,E09000018,Hounslow,70712.52 ,55497.58 
E01002578,Hounslow 007D,E09000018,Hounslow,75712.83 ,59425.41 
E01002579,Hounslow 008B,E09000018,Hounslow,71797.05 ,56349.50 
E01002580,Hounslow 008C,E09000018,Hounslow,52794.56 ,41422.71 
E01002581,Hounslow 008D,E09000018,Hounslow,66058.40 ,51841.69 
E01002582,Hounslow 008E,E09000018,Hounslow,74549.18 ,58511.35 
E01002583,Hounslow 013A,E09000018,Hounslow,36847.92 ,28906.50 
E01002584,Hounslow 013B,E09000018,Hounslow,33239.64 ,26090.05 
E01002585,Hounslow 013C,E09000018,Hounslow,31491.75 ,24725.73 
E01002586,Hounslow 013D,E09000018,Hounslow,35207.34 ,27625.95 
E01002587,Hounslow 016A,E09000018,Hounslow,33173.51 ,26038.43 
E01002588,Hounslow 016B,E09000018,Hounslow,25927.70 ,20382.69 
E01002589,Hounslow 013E,E09000018,Hounslow,32002.52 ,25124.42 
E01002590,Hounslow 022C,E09000018,Hounslow,36290.74 ,28471.60 
E01002591,Hounslow 024A,E09000018,Hounslow,34421.75 ,27012.75 
E01002592,Hounslow 022D,E09000018,Hounslow,33454.35 ,26257.64 
E01002593,Hounslow 024B,E09000018,Hounslow,37018.73 ,29039.83 
E01002594,Hounslow 024C,E09000018,Hounslow,36084.36 ,28310.51 
E01002595,Hounslow 022E,E09000018,Hounslow,33694.16 ,26444.83 
E01002596,Hounslow 027A,E09000018,Hounslow,35803.87 ,28091.57 
E01002598,Hounslow 025B,E09000018,Hounslow,31912.08 ,25053.82 
E01002599,Hounslow 025C,E09000018,Hounslow,33595.53 ,26367.84 
E01002600,Hounslow 025D,E09000018,Hounslow,33277.44 ,26119.56 
E01002601,Hounslow 027B,E09000018,Hounslow,38296.23 ,30036.99 
E01002602,Hounslow 027C,E09000018,Hounslow,43976.34 ,34495.85 
E01002603,Hounslow 025E,E09000018,Hounslow,37127.05 ,29124.38 
E01002604,Hounslow 026A,E09000018,Hounslow,29640.42 ,23280.66 
E01002605,Hounslow 026B,E09000018,Hounslow,32192.61 ,25272.79 
E01002606,Hounslow 026C,E09000018,Hounslow,28183.69 ,22143.61 
E01002607,Hounslow 026D,E09000018,Hounslow,35229.40 ,27643.16 
E01002608,Hounslow 028A,E09000018,Hounslow,33592.53 ,26365.50 
E01002609,Hounslow 028B,E09000018,Hounslow,40259.17 ,31575.94 
E01002610,Hounslow 028C,E09000018,Hounslow,34018.33 ,26697.86 
E01002611,Hounslow 024D,E09000018,Hounslow,37673.61 ,29551.00 
E01002612,Hounslow 024E,E09000018,Hounslow,34803.44 ,27310.68 
E01002613,Hounslow 024F,E09000018,Hounslow,36446.14 ,28592.89 
E01002614,Hounslow 027D,E09000018,Hounslow,38261.49 ,30009.87 
E01002615,Hounslow 026E,E09000018,Hounslow,30084.59 ,23627.36 
E01002616,Hounslow 027E,E09000018,Hounslow,38235.16 ,29989.32 
E01002617,Hounslow 028D,E09000018,Hounslow,48387.52 ,37960.90 
E01002618,Hounslow 011A,E09000018,Hounslow,46611.86 ,36566.09 
E01002619,Hounslow 010A,E09000018,Hounslow,36338.14 ,28508.59 
E01002620,Hounslow 004A,E09000018,Hounslow,32945.71 ,25860.62 
E01002621,Hounslow 011B,E09000018,Hounslow,35616.87 ,27945.60 
E01002622,Hounslow 010B,E09000018,Hounslow,38112.51 ,29893.59 
E01002623,Hounslow 011C,E09000018,Hounslow,34783.31 ,27294.96 
E01002624,Hounslow 017A,E09000018,Hounslow,34340.57 ,26949.38 
E01002625,Hounslow 004B,E09000018,Hounslow,35802.35 ,28090.38 
E01002626,Hounslow 004C,E09000018,Hounslow,36593.14 ,28707.63 
E01002627,Hounslow 004D,E09000018,Hounslow,31909.22 ,25051.58 
E01002628,Hounslow 011D,E09000018,Hounslow,40811.94 ,32010.15 
E01002629,Hounslow 011E,E09000018,Hounslow,38555.54 ,30239.39 
E01002630,Hounslow 012A,E09000018,Hounslow,41761.52 ,32756.06 
E01002631,Hounslow 004E,E09000018,Hounslow,35034.66 ,27491.16 
E01002632,Hounslow 010C,E09000018,Hounslow,38127.66 ,29905.41 
E01002633,Hounslow 005A,E09000018,Hounslow,27153.27 ,21339.31 
E01002634,Hounslow 005B,E09000018,Hounslow,25947.49 ,20398.14 
E01002635,Hounslow 010D,E09000018,Hounslow,37279.59 ,29243.44 
E01002636,Hounslow 010E,E09000018,Hounslow,35132.97 ,27567.89 
E01002637,Hounslow 005C,E09000018,Hounslow,27859.91 ,21890.89 
E01002638,Hounslow 005D,E09000018,Hounslow,31145.28 ,24455.29 
E01002639,Hounslow 012B,E09000018,Hounslow,42542.99 ,33369.92 
E01002640,Hounslow 012C,E09000018,Hounslow,40473.14 ,31744.02 
E01002641,Hounslow 018A,E09000018,Hounslow,36125.77 ,28342.83 
E01002642,Hounslow 015A,E09000018,Hounslow,38369.68 ,30094.32 
E01002643,Hounslow 015B,E09000018,Hounslow,37568.94 ,29469.30 
E01002645,Hounslow 015C,E09000018,Hounslow,35105.07 ,27546.12 
E01002646,Hounslow 017B,E09000018,Hounslow,31087.65 ,24410.30 
E01002647,Hounslow 021A,E09000018,Hounslow,35337.08 ,27727.21 
E01002648,Hounslow 018C,E09000018,Hounslow,36305.04 ,28482.76 
E01002649,Hounslow 018D,E09000018,Hounslow,35420.31 ,27792.18 
E01002650,Hounslow 021B,E09000018,Hounslow,35406.55 ,27781.44 
E01002651,Hounslow 021C,E09000018,Hounslow,36620.15 ,28728.72 
E01002652,Hounslow 021D,E09000018,Hounslow,36745.66 ,28826.68 
E01002653,Hounslow 019A,E09000018,Hounslow,41966.72 ,32917.25 
E01002654,Hounslow 019B,E09000018,Hounslow,44925.12 ,35241.12 
E01002655,Hounslow 019C,E09000018,Hounslow,47289.16 ,37098.12 
E01002656,Hounslow 019D,E09000018,Hounslow,46993.89 ,36866.18 
E01002657,Hounslow 018E,E09000018,Hounslow,50110.00 ,39313.94 
E01002658,Hounslow 015D,E09000018,Hounslow,58564.76 ,45955.30 
E01002659,Hounslow 019E,E09000018,Hounslow,40846.83 ,32037.56 
E01002660,Hounslow 016C,E09000018,Hounslow,35998.96 ,28243.84 
E01002661,Hounslow 016D,E09000018,Hounslow,35901.69 ,28167.92 
E01002662,Hounslow 017C,E09000018,Hounslow,41626.43 ,32649.95 
E01002663,Hounslow 017D,E09000018,Hounslow,32739.71 ,25699.83 
E01002664,Hounslow 017E,E09000018,Hounslow,35638.76 ,27962.69 
E01002665,Hounslow 016E,E09000018,Hounslow,31338.78 ,24606.33 
E01002666,Hounslow 021E,E09000018,Hounslow,33572.45 ,26349.83 
E01002667,Hounslow 020A,E09000018,Hounslow,46526.47 ,36499.01 
E01002668,Hounslow 014A,E09000018,Hounslow,48076.24 ,37716.39 
E01002669,Hounslow 014B,E09000018,Hounslow,32849.53 ,25785.55 
E01002670,Hounslow 020B,E09000018,Hounslow,42418.01 ,33271.75 
E01002671,Hounslow 020C,E09000018,Hounslow,48266.16 ,37865.57 
E01002672,Hounslow 020D,E09000018,Hounslow,33715.92 ,26461.81 
E01002673,Hounslow 020E,E09000018,Hounslow,25267.59 ,19867.44 
E01002674,Hounslow 012D,E09000018,Hounslow,56519.03 ,44348.35 
E01002675,Hounslow 009A,E09000018,Hounslow,55705.92 ,43709.63 
E01002676,Hounslow 012E,E09000018,Hounslow,61398.06 ,48180.91 
E01002677,Hounslow 015E,E09000018,Hounslow,45885.70 ,35995.68 
E01002678,Hounslow 009B,E09000018,Hounslow,54924.76 ,43096.02 
E01002679,Hounslow 009C,E09000018,Hounslow,50798.99 ,39855.15 
E01002680,Hounslow 009D,E09000018,Hounslow,52199.39 ,40955.19 
E01002681,Hounslow 014C,E09000018,Hounslow,37347.74 ,29296.64 
E01002682,Hounslow 014D,E09000018,Hounslow,42610.44 ,33422.90 
E01002683,Hounslow 014E,E09000018,Hounslow,52031.58 ,40823.37 
E01002684,Hounslow 006D,E09000018,Hounslow,47201.16 ,37029.00 
E01002686,Hounslow 006E,E09000018,Hounslow,32586.50 ,25580.24 
E01002687,Hounslow 029A,E09000018,Hounslow,65886.39 ,51706.57 
E01002689,Hounslow 007E,E09000018,Hounslow,60110.59 ,47169.58 
E01002690,Hounslow 007F,E09000018,Hounslow,80871.94 ,63477.98 
E01002691,Hounslow 029B,E09000018,Hounslow,53334.97 ,41847.21 
E01002692,Hounslow 029C,E09000018,Hounslow,55521.16 ,43564.50 
E01002693,Hounslow 029D,E09000018,Hounslow,60007.77 ,47088.81 
E01032573,Hounslow 029E,E09000018,Hounslow,65629.45 ,51504.74 
E01033000,Hounslow 025F,E09000018,Hounslow,30230.58 ,23741.32 
E01033030,Hounslow 025G,E09000018,Hounslow,45932.10 ,36032.13 
E01033081,Hounslow 003F,E09000018,Hounslow,46555.62 ,36521.91 
E01033082,Hounslow 003G,E09000018,Hounslow,43059.05 ,33775.30 
E01033083,Hounslow 018F,E09000018,Hounslow,53884.59 ,42278.95 
E01033084,Hounslow 018G,E09000018,Hounslow,33992.58 ,26677.76 
E01002694,Islington 019A,E09000019,Islington,37246.81 ,26706.76 
E01002695,Islington 021A,E09000019,Islington,47853.76 ,34441.38 
E01002696,Islington 020A,E09000019,Islington,73959.73 ,53155.46 
E01002697,Islington 019B,E09000019,Islington,35772.80 ,25631.91 
E01002698,Islington 017A,E09000019,Islington,66033.71 ,47477.18 
E01002699,Islington 017B,E09000019,Islington,72818.15 ,52337.62 
E01002700,Islington 017C,E09000019,Islington,105344.97 ,75640.15 
E01002701,Islington 023A,E09000019,Islington,43030.76 ,30924.43 
E01002702,Islington 023B,E09000019,Islington,42148.96 ,30281.42 
E01002703,Islington 023C,E09000019,Islington,40844.85 ,29330.46 
E01002704,Islington 023D,E09000019,Islington,51484.85 ,37054.23 
E01002706,Islington 023E,E09000019,Islington,44782.83 ,32202.05 
E01002707,Islington 022B,E09000019,Islington,49015.22 ,35284.96 
E01002708,Islington 015A,E09000019,Islington,40631.11 ,29174.61 
E01002709,Islington 019C,E09000019,Islington,40335.05 ,28958.72 
E01002710,Islington 019D,E09000019,Islington,42413.75 ,30474.51 
E01002711,Islington 021B,E09000019,Islington,52131.72 ,37517.66 
E01002712,Islington 015B,E09000019,Islington,47141.36 ,33921.90 
E01002713,Islington 015C,E09000019,Islington,35668.00 ,25555.49 
E01002714,Islington 017D,E09000019,Islington,78980.61 ,56752.46 
E01002715,Islington 019E,E09000019,Islington,34160.52 ,24456.23 
E01002716,Islington 014A,E09000019,Islington,41057.21 ,29485.32 
E01002717,Islington 016A,E09000019,Islington,64102.86 ,46093.90 
E01002718,Islington 014B,E09000019,Islington,75936.65 ,54571.74 
E01002719,Islington 016B,E09000019,Islington,75783.50 ,54462.02 
E01002720,Islington 016C,E09000019,Islington,37981.18 ,27242.27 
E01002721,Islington 014C,E09000019,Islington,53135.39 ,38236.69 
E01002722,Islington 018A,E09000019,Islington,43326.35 ,31139.98 
E01002723,Islington 022C,E09000019,Islington,41474.71 ,29789.76 
E01002724,Islington 022D,E09000019,Islington,80912.47 ,58136.47 
E01002725,Islington 022E,E09000019,Islington,41649.23 ,29917.02 
E01002726,Islington 022F,E09000019,Islington,51867.45 ,37328.33 
E01002727,Islington 021C,E09000019,Islington,60161.95 ,43270.59 
E01002728,Islington 021D,E09000019,Islington,44515.45 ,32007.08 
E01002729,Islington 021E,E09000019,Islington,65762.13 ,47282.62 
